Bigram,Frequency
"('bien', 'lieu')",4
"('paris', 'formidable')",4
"('formidable', 'booster')",4
"('booster', 'pour')",4
"('european', 'council')",4
"('france', 'la')",4
"('seine', 'saint')",4
"('urge', 'european')",4
"('lannonce', 'officielle')",4
"('donc', 'que')",4
"('paris', 'accueille')",4
"('post', 'javelinthrow')",4
"('apprends', 'que')",4
"('depuis', 'hier')",4
"('cette', 'exprience')",4
"('soir', 'notre')",4
"('notre', 'belle')",4
"('belle', 'ville')",4
"('ville', 'elancourt')",4
"('elancourt', 'serum')",4
"('serum', 'une')",4
"('une', 'ville')",4
"('ville', 'olympique')",4
"('olympique', 'sqy')",4
"('sqy', 'paris2024')",4
"('bravo', 'jeuxolympiques')",4
"('equipe', 'campe')",4
"('campe', 'mundo')",4
"('mundo', 'perdeu')",4
"('perdeu', 'chegou')",4
"('unique', 'lexposer')",4
"('lexposer', 'au')",4
"('muse', 'go2024')",4
"('go2024', 'joparis2024')",4
"('joparis2024', 'paris')",4
"('excitement', 'pride')",4
"('pride', 'rupal')",4
"('rupal', 'chaudhary')",4
"('paris2024', 'punjabkings')",4
"('chegou', 'tambmganhamos')",4
"('tambmganhamos', 'mais')",4
"('mais', 'importanteargentina')",4
"('bow', 'kenneth')",4
"('vivre', 'cette')",4
"('medalist', 'tracktown24')",4
"('program', 'paris2024')",4
"('rupee', 'post')",4
"('today', 'paytm')",4
"('neerajchopraif', 'neerajchopra')",4
"('lpreuve', 'paris2024')",4
"('remporte', 'lpreuve')",4
"('il', 'remporte')",4
"('chute', 'il')",4
"('replay', 'malgr')",4
"('time', 'squash')",4
"('squash', 'join')",4
"('join', 'olympic')",4
"('vraiment', 'paris2024')",4
"('olympic', 'program')",4
"('paris2024', 'vote4squash')",4
"('prts', 'vivre')",4
"('vote4squash', 'olympics')",4
"('olympics', 'worldsquash')",4
"('paris', 'rvait')",4
"('rvait', 'cest')",4
"('cest', 'bientt')",4
"('bientt', 'une')",4
"('cela', 'replay')",4
"('revoir', 'cela')",4
"('vais', 'revoir')",4
"('finalizar', 'sexto')",4
"('men', 'vais')",4
"('je', 'men')",4
"('lugar', 'grandes')",4
"('importanteargentina', 'ganhou')",4
"('ganhou', 'copa')",4
"('copa', 'vezes')",4
"('allman', 'backtoback')",4
"('logo', 'wont')",4
"('wont', 'go')",4
"('go', 'waste')",4
"('nation', 'forever')",4
"('🌎', 'number')",4
"('pour', 'avoir')",4
"('faites', 'quoi')",4
"('time', 'nigeria')",4
"('full', 'time')",4
"('participez', 'au')",4
"('boulder', 'lead')",4
"('discus', '🥇')",4
"('backtoback', 'woman')",4
"('valerie', 'allman')",4
"('news', 'excellent')",4
"('la', 'bien')",4
"('lol', 'var')",4
"('est', 'nous')",4
"('felicidades', 'paris2024')",4
"('breakingnews', 'quand')",4
"('var', 'mana')",4
"('mana', 'timnasday')",4
"('timnasday', 'kena')",4
"('kena', 'aja')",4
"('aja', 'kagak')",4
"('kagak', 'dilanggar')",4
"('quand', 'tu')",4
"('tu', 'apprends')",4
"('paris2024', 'logo')",4
"('tremendous', 'news')",4
"('vezes', 'sabe')",4
"('chaudhary', 'reacts')",4
"('sabe', 'que')",4
"('que', 'narrei')",4
"('narrei', 'vezes')",4
"('vezes', 'galvo')",4
"('galvo', 'bueno')",4
"('bueno', 'grando')",4
"('grando', 'em')",4
"('paris', 'los')",4
"('eric', 'garcetti')",4
"('garcetti', 'mayor')",4
"('mayor', 'los')",4
"('angeles', 'speaking')",4
"('speaking', 'success')",4
"('grateful', 'prsreejesh')",4
"('teamindia', 'athletics')",4
"('success', 'bringing')",4
"('bringing', 'olympic')",4
"('qualifying', 'paris')",4
"('angeles', 'la2028')",4
"('india', 'woman')",4
"('relay', 'teamparisolympics2024')",4
"('teamparisolympics2024', 'rupalchaudhary')",4
"('rupalchaudhary', 'indiaathletics')",4
"('indiaathletics', 'womensrelay')",4
"('womensrelay', 'olympicqualifiers')",4
"('olympicqualifiers', 'trackandfield')",4
"('trackandfield', 'olympicdreams')",4
"('olympicdreams', 'teamindia')",4
"('state', 'set')",4
"('au', 'sport')",4
"('mlb', 'olympics2024')",4
"('player', 'stacked')",4
"('party', 'completing')",4
"('taliban', 'olympics2024')",4
"('la', 'prueba')",4
"('olympics', 'calling')",4
"('nicola', 'adam')",4
"('calling', 'olympics2024')",4
"('swim', 'lesson')",4
"('adam', 'history')",4
"('usabmnt', 'x')",4
"('whatifs', 'usabmnt')",4
"('👥', 'whatifs')",4
"('maker', 'woman')",4
"('stacked', '👥')",4
"('gracias', 'por')",4
"('greatest', 'basketball')",4
"('drew', 'curtain')",4
"('todayshow', 'celebrateparisolympics')",4
"('stopped', 'todayshow')",4
"('usa', 'stopped')",4
"('styleteam', 'usa')",4
"('day', 'styleteam')",4
"('marking', 'day')",4
"('amazing', 'year')",4
"('old', 'alys')",4
"('alys', 'loxley')",4
"('loxley', 'barton')",4
"('barton', 'swansea')",4
"('swansea', 'shes')",4
"('shes', 'competition')",4
"('el', 'apoyo')",4
"('stage', 'set')",4
"('planning', 'party')",4
"('daniel', 'planning')",4
"('water', 'daniel')",4
"('bank', 'steadfast')",4
"('yes', 'bank')",4
"('family', 'yes')",4
"('coach', 'family')",4
"('association', 'coach')",4
"('backed', 'indian')",4
"('u', 'backed')",4
"('🏆', 'u')",4
"('march', 'indian')",4
"('kumar', 'march')",4
"('prashant', 'kumar')",4
"('mr', 'prashant')",4
"('khelif', 'beat')",4
"('worst', 'thing')",4
"('thing', 'ive')",4
"('ever', 'done')",4
"('forum', 'da')",4
"('done', 'happy')",4
"('happy', 'im')",4
"('im', 'retiring')",4
"('retiring', 'open')",4
"('oneforall', 'parisolympics')",4
"('mean', 'oneforall')",4
"('🌎', 'mean')",4
"('open', 'water')",4
"('athlete', 'show')",4
"('day', 'athlete')",4
"('vous', 'le')",4
"('comit', 'dorganisation')",4
"('competition', 'boardmasters')",4
"('boardmasters', 'sight')",4
"('sight', 'set')",4
"('olimpijsko', 'kolajno')",4
"('prigarala', 'svojih')",4
"('svojih', 'tretjih')",4
"('tretjih', 'oipariz')",4
"('oipariz', 'bo')",4
"('bo', 'kmaluolympics2024kajakzveza')",4
"('breaking', 'woodamagoo')",4
"('awesome', 'thought')",4
"('farewell', 'india')",4
"('thought', 'breakdancing')",4
"('breakdancing', 'finally')",4
"('finally', 'make')",4
"('india', 'custodian')",4
"('olympics', 'breakdancing')",4
"('breakdancing', 'involved')",4
"('involved', 'globalcorporate')",4
"('globalcorporate', 'platform')",4
"('platform', 'mcwar')",4
"('mcwar', 'hiphopculture')",4
"('hiphopculture', 'breaking')",4
"('breaking', 'redbull')",4
"('redbull', 'olympics2024')",4
"('custodian', 'pr')",4
"('source', 'pix11news')",4
"('pix11news', 'popmasterfabel123')",4
"('sreejesh', 'nicknamed')",4
"('nicknamed', 'great')",4
"('great', 'indian')",4
"('indian', 'wall')",4
"('made', 'olympic')",4
"('kolajno', 'prigarala')",4
"('sta', 'olimpijsko')",4
"('set', 'congratulation')",4
"('peterkauzer', 'sta')",4
"('congratulation', 'full')",4
"('full', 'report')",4
"('report', 'bbcwalestoday')",4
"('bbcwalestoday', 'surfing')",4
"('surfing', 'boardmasters2021')",4
"('boxing', 'made')",4
"('part', 'olympics')",4
"('yo', 'masonst13')",4
"('masonst13', 'give')",4
"('give', 'see')",4
"('see', 'atolympics2024')",4
"('slalomski', 'ringlpil')",4
"('ringlpil', 'se')",4
"('se', 'zavrti')",4
"('zavrti', 'po')",4
"('po', 'svojena')",4
"('svojena', 'kajakaki')",4
"('kajakaki', 'loteriji')",4
"('loteriji', 'svetovna')",4
"('svetovna', 'prvakinja')",4
"('prvakinja', 'terceljeva')",4
"('terceljeva', 'tokrat')",4
"('tokrat', 'naredila')",4
"('🏅', 'fitting')",4
"('naredila', 'napakoenkrat')",4
"('napakoenkrat', 'eni')",4
"('eni', 'drugi')",4
"('drugi', 'drugibenisavsek')",4
"('drugibenisavsek', 'peterkauzer')",4
"('steadfast', 'support')",4
"('support', 'let')",4
"('probably', 'worst')",4
"('swimming', 'diving')",4
"('strong', 'road')",4
"('sunisalee', 'strong')",4
"('thing', 'sunisalee')",4
"('queen', 'thing')",4
"('beam', 'queen')",4
"('short', 'viralvideos')",4
"('biggest', 'event')",4
"('held', 'france')",4
"('rio', 'tokyo')",4
"('como', 'socio')",4
"('socio', 'mundial')",4
"('mundial', 'olmpicos')",4
"('paralmpicos', 'compartimos')",4
"('compartimos', 'valores')",4
"('valores', 'm')",4
"('think', 'replace')",4
"('replace', 'lineker')",4
"('lineker', 'friend')",4
"('friend', 'gabbylogan')",4
"('gabbylogan', 'theyre')",4
"('theyre', 'much')",4
"('much', 'knowledgeable')",4
"('knowledgeable', 'level')",4
"('level', 'headed')",4
"('headed', 'bbcmotd')",4
"('bbcmotd', 'pundit')",4
"('pundit', 'olympics2024')",4
"('everyone', 'impressiveolympics2024')",4
"('nice', 'everyone')",4
"('road', 'parisolympicsxfinitychamps')",4
"('diving', 'track')",4
"('guy', 'egoless')",4
"('field', 'gymnasticsthe')",4
"('take', 'curlgoals')",4
"('curlgoals', 'olympics2024')",4
"('olympics2024', 'dripory')",4
"('tty', 'salto')",4
"('salto', 'indito')",4
"('indito', 'que')",4
"('que', 'ela')",4
"('ela', 'submeteu')",4
"('👑', 'ryan')",4
"('put', '👑')",4
"('olympic', 'shot')",4
"('submeteu', 'para')",4
"('para', 'sua')",4
"('apresentao', 'em')",4
"('paris', 'bedbug')",4
"('bedbug', 'olympics2024')",4
"('paris2024', 'um')",4
"('um', 'dia')",4
"('olympics2024', 'ttb')",4
"('ttb', 'advertorial')",4
"('advertorial', 'moneybuffalo')",4
"('dia', 'quem')",4
"('quem', 'sabe')",4
"('sabe', 'escreveu')",4
"('escreveu', 'ginasta')",4
"('roubo', 'cara')",4
"('trial', 'coming')",4
"('👥', 'trial')",4
"('gymnasticsthe', 'u')",4
"('egoless', 'nice')",4
"('good', 'guy')",4
"('pour', 'parler')",4
"('performing', 'uk')",4
"('national', 'worked')",4
"('worked', 'tremendously')",4
"('tremendously', 'hard')",4
"('hard', 'proud')",4
"('olympics2024', 'goldvalues')",4
"('new', 'art')",4
"('art', 'da')",4
"('da', 'gevert')",4
"('gevert', 'iok')",4
"('iok', 'hang')",4
"('hang', 'dropping')",4
"('dropping', 'nft')",4
"('nft', 'soon')",4
"('soon', 'link')",4
"('link', 'bio')",4
"('bio', 'midjourney')",4
"('midjourney', 'ai')",4
"('ai', 'ukrainewar')",4
"('ukrainewar', 'iok')",4
"('iok', 'nato')",4
"('nato', 'ukraine')",4
"('ukraine', 'olympics')",4
"('olympics2024', 'beeple')",4
"('beeple', 'beeplecrap')",4
"('beeplecrap', 'banksyart')",4
"('banksyart', 'slavaukraini')",4
"('slavaukraini', 'banksy')",4
"('banksy', 'nft')",4
"('hero', 'paris')",4
"('uk', 'national')",4
"('viralvideos', 'trendingshorts')",4
"('espn', 'good')",4
"('student', 'performing')",4
"('worked', 'espn')",4
"('going', 'worked')",4
"('event', 'going')",4
"('many', 'event')",4
"('m', 'del')",4
"('del', 'olimpismo')",4
"('cop', 'many')",4
"('olimpismo', 'preparamos')",4
"('preparamos', 'al')",4
"('al', 'mundo')",4
"('mundo', 'para')",4
"('para', 'un')",4
"('un', 'maana')",4
"('maana', 'mejor')",4
"('mejor', 'travs')",4
"('travs', 'del')",4
"('deporte', 'getreadyforthebest')",4
"('traffic', 'cop')",4
"('great', 'traffic')",4
"('interviewer', 'great')",4
"('good', 'interviewer')",4
"('versatile', 'good')",4
"('incredibly', 'versatile')",4
"('getreadyforthebest', 'roadtoparis')",4
"('good', 'incredibly')",4
"('tirico', 'good')",4
"('random', 'tirico')",4
"('sixth', 'form')",4
"('form', 'student')",4
"('hockey', 'drew')",4
"('curtain', 'illustrious')",4
"('make', 'double')",4
"('olympics', 'elitebrandsco')",4
"('amazing', 'spider')",4
"('jet', 'charter')",4
"('spider', 'girl')",4
"('girl', 'scarthjohnson')",4
"('scarthjohnson', 'revolutionising')",4
"('revolutionising', 'rock')",4
"('rock', 'climbing')",4
"('charter', 'summer')",4
"('climbing', 'aiming')",4
"('aiming', 'olympian')",4
"('olympian', 'olympics2024')",4
"('olympics2024', 'rockclimbing')",4
"('rockclimbing', 'sun7')",4
"('dw', 'olympics2024')",4
"('elitebrandsco', 'privatejet')",4
"('illustrious', 'career')",4
"('privatejetcharter', 'flyprivate')",4
"('flyprivate', 'olympics2024')",4
"('paris2024', 'summerolympics')",4
"('summerolympics', 'travelsolutions')",4
"('travelsolutions', 'globaltravel')",4
"('globaltravel', 'elitebrandsexperience')",4
"('elitebrandsexperience', 'thrill')",4
"('thrill', 'summer')",4
"('time', 'celebrate')",4
"('celebrate', 'rugby')",4
"('rugby', 'olympics')",4
"('olympics', 'foreseeable')",4
"('foreseeable', 'future')",4
"('future', 'veilomani')",4
"('finalsdownload', 'sportsmax')",4
"('private', 'jet')",4
"('subiu', 'ao')",4
"('olympique', 'du')",4
"('issoa', 'rbitra')",4
"('rbitra', 'chefe')",4
"('chefe', 'que')",4
"('que', 'deu')",4
"('deu', 'nota')",4
"('nota', 'baixa')",4
"('congratulation', 'palestine')",4
"('palestine', 'first')",4
"('baixa', 'para')",4
"('jump', 'finalist')",4
"('para', 'rebeca')",4
"('djokovic', 'daughter')",4
"('rebeca', 'chinesa')",4
"('chinesa', 'olhem')",4
"('olhem', 'ela')",4
"('ela', 'com')",4
"('com', 'medalha')",4
"('da', 'chinesa')",4
"('chinesa', 'que')",4
"('heartily', 'congratulation')",4
"('bronze', 'paris')",4
"('olympics', 'remarkable')",4
"('remarkable', 'victory')",4
"('victory', 'spain')",4
"('spain', 'mark')",4
"('que', 'subiu')",4
"('mark', 'proud')",4
"('sport', 'history')",4
"('history', 'olympics2024')",4
"('veilomani', 'rugby7s')",4
"('rugby7s', 'olympics2024')",4
"('olympic', 'finalsdownload')",4
"('guardado', 'un')",4
"('ackelia', 'smith')",4
"('finalist', 'ackelia')",4
"('lugar', 'osmar')",4
"('olvera', 'juegosolmpicos')",4
"('undatedin', 'macron')",4
"('macron', 'france')",4
"('france', 'area')",4
"('area', 'white')",4
"('white', 'french')",4
"('french', 'minority')",4
"('minority', 'local')",4
"('local', 'get')",4
"('get', 'attacked')",4
"('attacked', 'robbed')",4
"('leonardo', 'give')",4
"('give', 'indonesia')",4
"('robbed', 'african')",4
"('african', 'immigrant')",4
"('immigrant', 'gangsif')",4
"('new', 'city')",4
"('parisolympics', 'new')",4
"('celebrated', 'day')",4
"('athlete', 'celebrated')",4
"('gangsif', 'way')",4
"('way', 'around')",4
"('around', 'see')",4
"('see', 'medium')",4
"('medium', 'coveragegood')",4
"('coveragegood', 'luck')",4
"('un', 'lugar')",4
"('tiene', 'guardado')",4
"('apart', 'olympic')",4
"('le', 'tiene')",4
"('grateful', 'apart')",4
"('distance', 'grateful')",4
"('campaign', 'distance')",4
"('ended', 'campaign')",4
"('smith', 'ended')",4
"('ao', 'pdio')",4
"('pdio', 'mosrevoltante')",4
"('lpez', 'se')",4
"('bei', 'den')",4
"('den', 'olympics2024')",4
"('get', 'olympics2024')",4
"('bronce', 'osmar')",4
"('olvera', 'consigue')",4
"('consigue', 'su')",4
"('felicidades', 'osmardiver05')",4
"('dor', 'paris2024')",4
"('brasil', 'olimpadasnoge')",4
"('los', 'libros')",4
"('libros', 'del')",4
"('deporte', 'mexicano')",4
"('mexicano', 'bronce')",4
"('trampoln', 'en')",4
"('trampoln', 'sincronizado')",4
"('sincronizado', 'con')",4
"('france', 'undatedin')",4
"('juan', 'celayala')",4
"('celayala', 'historia')",4
"('historia', 'latinoamericana')",4
"('latinoamericana', 'le')",4
"('relevar', 'issoa')",4
"('e', 'relevar')",4
"('iconic', 'final')",4
"('london', 'nicola')",4
"('nicola', 'first')",4
"('🏅', 'flyweight')",4
"('flyweight', 'final')",4
"('first', 'british')",4
"('british', 'fighter')",4
"('fighter', 'stormed')",4
"('stormed', 'victory')",4
"('paris2024', 'teamgb')",4
"('parisolympics', 'miraculouskc')",4
"('celebrates', 'qualifying')",4
"('miracle', 'celebrates')",4
"('kayla', 'miracle')",4
"('show', 'parisolympics')",4
"('today', 'show')",4
"('thomas', 'today')",4
"('teamgb', 'nicolaadamsobe')",4
"('superb', 'olympics')",4
"('olympics', 'marathon')",4
"('marathon', 'swim')",4
"('swim', 'live')",4
"('la', 'son')",4
"('paris2024', '🏅')",4
"('live', 'rte2')",4
"('🏅', 'piece')",4
"('piece', 'eiffel')",4
"('inspiring', 'story')",4
"('day', 'fiefencing')",4
"('competed', 'olympics')",4
"('shed', 'competed')",4
"('championne', 'olympique')",4
"('debut', 'london')",4
"('pregnant', 'shed')",4
"('goldmedal', 'contestalert')",4
"('ago', 'zhengqinwen')",4
"('zhengqinwen', 'kid')",4
"('kid', 'watching')",4
"('watching', 'idol')",4
"('idol', 'legendary')",4
"('legendary', 'chinese')",4
"('player', 'li')",4
"('li', 'na')",4
"('na', 'victory')",4
"('career', 'withthismatch')",4
"('australia', 'opennow')",4
"('opennow', 'made')",4
"('made', 'historical')",4
"('historical', 'victory')",4
"('victory', 'becoming')",4
"('withthismatch', 'ritu')",4
"('ritu', 'raj')",4
"('🏆', 'single')",4
"('single', '🥇')",4
"('🥇', 'olympicsparis2024')",4
"('meilleur', 'public')",4
"('completing', 'superb')",4
"('monde', 'pa')",4
"('pa', 'discussion')",4
"('discussion', 'possible')",4
"('possible', 'paris2024')",4
"('best', 'neerajchopra')",4
"('neerajchopra', 'firedrops')",4
"('firedrops', 'goldmedal')",4
"('identity', 'dont')",4
"('month', 'pregnant')",4
"('anyone', 'beating')",4
"('en', 'paris2024parsestuyoen')",4
"('cierre', 'final')",4
"('un', 'cierre')",4
"('olympics2024', 'soviral')",4
"('repechaje', 'con')",4
"('est', 'escancarado')",4
"('despus', 'repechaje')",4
"('gaxiola', 'despus')",4
"('daniela', 'gaxiola')",4
"('rte2', 'live')",4
"('clasifica', 'daniela')",4
"('mxico', 'se')",4
"('nation', 'achieve')",4
"('escancarado', 'podemos')",4
"('find', 'nation')",4
"('whole', 'breakdancing')",4
"('struggled', 'find')",4
"('podemos', 'aceitar')",4
"('aceitar', 'e')",4
"('netinho', 'muito')",4
"('muito', 'emocionado')",4
"('emocionado', 'aps')",4
"('aps', 'vencer')",4
"('vencer', 'paris2024')",4
"('andymaherdfa', 'struggled')",4
"('yearandrewgaze10', 'andymaherdfa')",4
"('frame', 'iconic')",4
"('olympics', 'yearandrewgaze10')",4
"('👥', 'olympics')",4
"('beating', 'usa')",4
"('olympics2024', 'lululemon')",4
"('paris2024parsestuyoen', 'vivo')",4
"('post', 'month')",4
"('look', 'paris')",4
"('instagram', 'post')",4
"('heartfelt', 'instagram')",4
"('announced', 'heartfelt')",4
"('hafez', 'announced')",4
"('nada', 'hafez')",4
"('fencer', 'nada')",4
"('announcement', 'egyptian')",4
"('pregnancy', 'announcement')",4
"('cara', 'est')",4
"('tower', 'watch')",4
"('ont', 'fait')",4
"('watch', 'video')",4
"('tu', 'e')",4
"('site', 'paris2024')",4
"('video', 'find')",4
"('le', 'public')",4
"('le', 'le')",4
"('country', 'kill')",4
"('kill', 'dreamsname')",4
"('dreamsname', 'representing')",4
"('due', 'senseless')",4
"('senseless', 'clerical')",4
"('federation', 'nigeria')",4
"('nigeria', 'representing')",4
"('japanjapan', 'olympics')",4
"('lulu', 'canada')",4
"('canada', 'going')",4
"('going', 'look')",4
"('achieve', 'feat')",4
"('double', 'take')",4
"('hair', 'make')",4
"('dion', 'olympics2024')",4
"('steeplechase', '🌎')",4
"('para', 'competirao')",4
"('entrou', 'para')",4
"('assim', 'entrou')",4
"('mesmo', 'assim')",4
"('e', 'mesmo')",4
"('bastidores', 'e')",4
"('lesionou', 'bastidores')",4
"('ftbol', 'al')",4
"('brasil', 'se')",4
"('al', 'deporte')",4
"('deporte', 'espaol')",4
"('espaol', 'lo')",4
"('teddy', 'paris2024')",4
"('ethiopian', 'steeplechase')",4
"('holder', 'lamecha')",4
"('see', 'stunning')",4
"('girma', 'good')",4
"('borges', 'uma')",4
"('victoria', 'borges')",4
"('good', 'shape')",4
"('guerreira', 'victoria')",4
"('wrestling', 'olympics')",4
"('shape', 'fallfull')",4
"('fallfull', 'story')",4
"('story', 'olympics2024')",4
"('dan', 'ternyata')",4
"('sporting', 'event')",4
"('queiroz', 'e')",4
"('take', 'men')",4
"('moins', 'teddy')",4
